,ARTIST,ALBUM TITLE,Box #,Notes,Double,Type of Double
13177,Nurse With Wound,Brained By Falling Masonry,,,,
13178,Various,Blasting Concept,,,,
13179,David 7,Etiquitte Of Violence,,,,
13180,Holger Czukay,Der Osten Ist Rot,,,,
13182,"Meditations, The",For The Good Man,,,,
13186,Fat Boys,Coming Back Hard Again,,,,
13187,Various,Big Apple: Rotten To The Core,,,,
13188,Membranes,Big Boy Missile,,,,
13189,"Domino, Anna",Tempting,,,,
13190,Western Vacation,Western Vacation,,,,
13191,Winter Hours,Say The Word (Ep),,,,
13192,"Wilson, Brian",Brian Wilson,,,,
13193,"Waterfall, Linda",Body English,,,,
13194,"Primitives, The",Lovely,,,,
13195,"Salas-Humara, Walter",Lagartija,,,,
13197,"Makeba, Miram",Sangoma,,,,
13198,"Motorcycle Boy, The",Big Rock Candy Mountain,,,,
13199,"Pedal Jets, The",Today Today,,,,
13200,Buckwheat Zydeco,Taking It Home,,,,
13201,Prong,Force Fed,,,,
13202,King Diamond,Welcome Home (Single),,,,
13204,"De Havilland, Peter",Bois De Boulogne,,,,
13206,"Golub, Jeff",Unspoken Words,,,,
13207,"Essence, The",A Mirage,,,,
13208,D. I.,What Good Is Grief To A God,,,,
13209,Green,Elaine Mackenzie,,,,
13210,Die Kreuzen,Century Days,,,,
13212,Foundation,Flames,,,,
13213,"Dax, Danielle",Cat-House,,,,
13214,Dust Devils,Gutter Light,,,,
13215,Casual T's,Longer Than Seemed Real,,,,
13216,Cruise Control,No Condom No Sex,,,,
13217,Stick Dog,Lp Human,,,,
13218,"Icicle Works, The",High Time,,Ambiguous side,,
13219,Tony Adolescent And The Flower Lep,Dirges In The Dark,,,,
13220,Borghesia,No Hope No Fear,,,,
13222,Grand Funk Railroad,Grand Funk Lives,,,,
13223,Mighty Clouds Of Joy,Live And Direct,,,,
13224,"Stanky Brown Group, The",If The Lights Don't Get You The He,,,,
13225,"Rivers, Johnny",The Very Best Of Johnny Rivers,,,,
13226,"Quatro, Suzi",Suzi Quatro,,,,
13227,"Wray, Link",The Link Wray Rumble,,,,
13228,"Rabbitt, Eddie",Eddie Rabbitt,,,,
13229,"Goodman, Steve",Steve Goodman,,,,
13321,Bad Mutha Goose and the Brothers Grimm,Bad Mutha Goose and the Brothers Grimm,,,,
13330,"Dickies, The",Dawn Of The Dickies,,,,
13331,Major Lance,Now Arriving,,,,
13332,Various,Stiff Live,,,,
13333,Pere Ubu,We Have The Technology,,,,
13335,"Waxmen, The",The Waxmen,,,,
13337,Seduce The Truth,Seduce The Truth,,,,
13338,Joy Division,Substance,,,,
13339,Voice Farm,Johnny Belinda,,,,
13340,Camouflage,The Great Commandment,,,,
13341,James,Strip-Mine,,,,
13342,Mcl (Micro Chip League),New York,,,,
13343,"Smith, Patti",Dream Of Life,,,,
13344,"Shrieve, Michael And Roach, Steve",Believing Time,,,,
13346,My Dad Is Dead,Let's Get The Details,,,,
13347,Full Fathom Five,Pain Giver,,,,
13348,Chain Gang,Mondo Manhattan,,,,
13349,Mile One,Mile One,,,,
13350,House Of Freaks,Black Cat Bone,,,,
13351,"Murphy, Peter",Blind Sublime,,,,
13352,Schooly D,Schooly D,,,,
13353,Helicats,Cherry Mansions,,,,
13354,"Nephilim, The",Fields Of The Nephilim,,,,
13355,Gore,Mean Man's Dream,,,,
13356,John Hegley And The Popticians,I Saw My Dinner On Tv,,,,
13357,"Fair, Jad And Kramer",Roll Out The Barrel,,,,
13358,Biting Tongues,Compressor,,,,
13359,"Crows, The",The Love You Run,,,,
13360,"Armatrading, Joan",The Shouting Stage,,,,
13361,Ambitious Lovers,Greed,,,,
13363,Siouxsie & The Banshees,Peek-A-Boo,,,,
13364,Sly And Robbie,The Summit,,,,
13365,Tombstones,"Preachin', Prayin', Guitar Playin'",,,,
13367,"Wild Swans, The",Music And Talk From Liverpool,,,,
13368,"Cotton, James",James Cotton Live,,,,
13369,Various,Married To The Mob (Soundtrack),,,,
13370,Hunters & Collectors,Raw Material,,,,
13371,"Everly Brothers, The",Living Legends,,,,
13372,Various,Zydeco Festival,,,,
13374,"Hour, The",Hold Back The Reins,,,,
13375,Midnite Gypsies,The Girl From Ipanema,,,,
13376,"Yoakam, Dwight",Buenas Noches From A Lonely Room,,,,
13377,Zette,Le Freak,,,,
13378,"Colorblind James Experience, The",The Colorblind James Experience,,,,
13379,Little Feat,Let It Roll,,,,
13380,"Robert Cray Band, The",Don't Be Afraid Of The Dark,,,,
13381,"Hendrix, Jimi",Live At Winterland,,,X,1/2
13384,"Chapman, Tracy",Tracy Chapman,,,,
13385,XTC,Waxworks,,,,
13386,Flamin' Groovies,Roadhouse,,,,
13387,Flamin' Groovies,Super Snazz,,,,
13388,Bauhaus,Press The Eject And Give Me The Tape Out of It,,,,
13389,Tv Personalities,They Could Have Been Bigger Than T,,,,
13390,"Chills, The",House With A Hundred Rooms,,,,
13391,Redd Kross,Annette's Got The Hits,,,,
13392,Minor Threat,Out Of Step,,,,
13393,Various,Flip Side Tunes - Vinyl Fanzine Nu,,,,
13396,Saccharine Trust,Pagan Icons,,,,
13397,"Ruts, The",The Ruts Live,,,,
13398,Sonic Youth,Sonic Youth,,,,
13399,Token Entry,Jaybird,,Record and case missing (not recorded),,
13401,Voyou,Houseman Germany Calling & The Raz,,,,
13402,toure kunda,karadindi,,,,
13403,Three O'clock,Love Explosion,,,,
13405,"Rose Of Avalanche, The",In Rock,,,,
13407,"Isham, Mark",Castelia,,,,
13408,Creation,The House Of Love,,,,
13409,"Shocked, Michelle",Short Sharp Shocked,,,,
13410,"Benoit, Cedric",Cajun! Cajun! Cajun!,,,,
13411,Edie Brickell And The New Bohemian,Shooting Rubberbands At The Stars,,,,
13412,Bel-Fires,What You Wanted,,,,
13413,Various,Folkways: A Vision Shared A Tribut,,,,
13414,Cocteau Twins,Carolyn's Fingers,,,,
13415,Close Lobsters,What Is There To Smile About,,,,
13416,"Butcher, Beats And Breaks","Butcher, Beats And Breaks",,,,
13417,Defunkt,In America,,,,
13418,In Tua Nua,The Long Acre,,,,
13419,Machine Gun,Machine Gun,,,,
13421,Tav Falco Panther Burns,Red Devil,,,,
13422,"Timelords, The",Doctorin'the Tardis,,Ambiguous side,,
13423,Jass,Theme (W.R.),,,,
13424,Zoogz Rift,Nonentity,,,,
13425,Wire,Silk Skin Paws,,,,
13426,Let's Active,Every Dog Had His Day,,,,
13427,"Wolfgang Press, The",Birdwood Cage,,,,
13428,Suicidal Tendencies,How Will I Laugh Tomorrow When I C,,,,
13429,Tangerine Dream,Optical Race,,,,
13430,"Fluid, The",Clear Black Paper,,,,
13431,"Vaughn, Ben",Blows Your Mind,,,,
13432,"Smiths, The",Rank,,,,
13433,"Raymen, The",Tonight The Raymen,,,X,1/2
13435,Red Lorry Yellow Lorry,Nothing Wrong,,,,
13436,Pixies,Pixies,,,,
13438,Psychedelic Furs,All Of This And Nothing,,Record and case missing (not recorded),,
13439,"Nephilim, The",Fields Of The Nephilim,,,,
13440,"Hickoids, The",Corntaminated,,,,
13441,Felt,The Pictorial Jackson Review,,,,
13442,Bouncing Off Bob,Cha Cha Cha At The Coral Reef,,,,
13443,"Brown, Dennis",Inseparable,,,,
13444,Various,Gimme The Keys - Seven Driving Bands from L.A.,,,,
13445,Various,Driving Me Backwards - A Collectio,,,X,1/2
13446,Zani Diatribe & The Super Djata Ba,Zani Diatribe & The Super Djata Ba,,,,
13447,Cultural Roots,Running Back To Me,,,,
13448,"Vaughn, Maurice John",Generic Blues Album,,,,
13450,"Wedding Present, The",The Wedding Present,,,,
13451,"Sylvian, David & Ezukay, Holger",Plight & Premonition,,,,
13452,Raindogs,Raindogs,,,,
13453,"Remnant, The",The Remnant,,,,
13454,"Roland, Paul",Danse Macabre,,,,
13455,Oingo Boingo,Cinderella Undercover Winning Side,,,,
13456,"70,000 Tools",Is It Soup Yet,,,,
13457,Missing Foundation,Your House Is Mine,,,,
13458,"Nascimento, Milton",Jauarete,,,,
13459,"Malarians, The",Know,,,,
13460,Jesus Chrysler,This Year's Savior,,,,
13462,Giant Steps,The Book Of Pride,,,,
13463,Greenriver,Rehab Doll,,,,
13464,Foc,War On The Wireless Set,,,,
13466,"Feelies, The",Only Life,,,,
13467,Dub Sex,The Underneath,,,,
13468,Johnny Clegg & Savuka,Shadowman,,,,
13469,High Sheriff Ricky Barnes And The,Lost Track Of Time,,,,
13470,Cryptic Slaughter,Stream Of Consciousness,,,,
13471,"Idols, Clay",Everyday Starts Like This,,,,
13472,Boy Meets Girl,Reel Life,,,,
13473,"Bud, Harold",The White Arcades,,,,
13474,"Brown, Sam",Stop!,,,,
13475,Siouxsie & The Banshees,Peepshow,,,,
13477,Widespread Panic,Space Wrangler,,,,
13478,Biff Bang Pow!,Love Is Forever,,,,
13479,Cocteau Twins,Blue Bell Knoll,,,,
13480,Various,The Courier (Soundtrack),,DONE RE-RECORDING.,,
13481,Amjam,Live Off The Board,,,,
13482,Bastro,Road Hard And Put Up Wet,,,,
13483,Cornell Dupree & Who It Is,Coast To Coast,,,,
13484,Erasure,Chains Of Love,,,,
13485,Human Hands,We Buy Seven,,,,
13486,"Profit, K K",Bells And Whistles,,,,
13487,Johnny J. And The Hitmen,Hounddog,,Record and case missing (not recorded),,
13489,Psycho Tribe,"Wendy, I'm Home",,,,
13490,"Railway Children, The",Beyond Recurrence,,,,
13491,Red Flag,Broken Heart,,,,
13492,Dorothy,Still Waiting,,,,
13493,"Screaming Tribesman, The",I've Got A Feeling,,,,
13494,Various,Golden Throats: The Great Celebrity Sing Off,,,,
13495,Think Of Incas,Palestine One Mile,,,,
13496,Various,XII Inches Of Virgin,,,,
13497,Various,'til Things Are Brighter,,,,
13498,Mr. B And JC Heard,Partners In Time,,,,
13499,"Bragg, Billy",Workers Playtime,,,,
13500,"Chili Brothers, The",Empty Bottles,,,,
13501,Anthrax,State Of Euphoria,,,,
13502,"Dream Syndicate, The",Ghost Stories,,,,
13503,"Dusters, The",Red Hot And Ready To Roll,,,,
13504,"Goldberg, Whoopie",Fontaine: Why Am I Straight,,,,
13505,"Huxton Creepers, The",Keep To The Beat,,,,
13506,"Housecoat Project, The",Wide Eye Doo Dat,,,,
13507,Paul Kelly And The Messengers,Under The Sun,,,,
13508,Mory Kante,Akwaba Beach,,,,
13509,"Last, The",Confession,,,,
13510,Ledernacken,Let Yourself Go,,,,
13511,"Lee, Tim",What Time Will Tell,,,,
13512,Messenjah,Cool Operator,,,,
13513,Ludichrist,Powertrip,,,,
13514,Boingo,Celebration Of A Decade,,,X,1/2
13515,"Newman, Randy",Land Of Dreams,,,,
13516,Omar And The Howlers,Wall Of Pride,,"Also included: extra copy of #12609: ""House of Freaks: Monkey on a Chain Gang""",,
13517,R.E.M.,Eponymous,,,,
13518,Rhythm Riot,Self Titled,,,,
13519,Severed Heads,Greater Reward,,,,
13520,Various,Real Authentic Sampler,,,,
13521,"Screaming Trees, The",Invisible Lantern,,,,
13522,Seventeen Pygmies,Welcome,,,,
13523,"Weather Prophets, The","Judges, Juries, And Horsemen",,,,
13524,Talk Talk,Spirit Of Eden,,,,
13525,Was Not Was,What Up Dog,,,,
13526,Was Not Was,In the House of Love,,,,
13527,"Fatal Flowers, The",Johnny D Is Back,,,,
13528,"Waxing Poetics,The",Manakin Moon,,,,
13529,"Wildflowers, The",Sometime Soon,,,,
13530,"Waltones, The",Spell It Out,,,,
13531,Tiger,Rough And Cool,,,,
13533,Seven Seconds,Ourselves,,,,
13534,No Fraud,Hard To The Core,,,,
13535,Maloko,Soul Of Fire,,,,
13536,Mallet Head,Self-Titled,,,,
13537,Ladysmith Black Mumbazo,Journey Of Dreams,,,,
13538,"James, Billy",Sixes And Sevens,,,,
13539,"Gargoyles, The",Steamflapper,,,,
13540,"Hiatt, John",Slow Turning,,,,
13541,Lloyd Cole and The Commotions,Mainstream,,,,
13542,"Cocteau Twins, The",Garlands,,,,
13543,"Cocteau Twins, The",Sunburst And Snowblind,,,,
13544,"Cocteau Twins, The",Lullabies,,,,
13546,Various,Rough 100,,,,
13547,Dead Kennedy's,Plastic Surgery Disasters,,,,
13548,Magazine,Real Life,,,,
13551,7 Seconds,Walk Together Rock Together,,,,
13552,D.O.A.,Let's Wreck The Party,,,,
13553,"Butthole Surfers, The",Live,,DONE RE-RECORDING.,,
13554,Lenny Kaye Connection,I've Got A Right,,,,
13555,Elvis,How Great Thou Art,,,,
13556,"Johnston, Daniel","Hi, How Are You",,,,
13557,"Diddley, Bo",Have Guitar Will Travel,,LP missing; not recorded,,
13558,All About Eve,All About Eve,,,,
13559,Anabouboula,Hamam,,,,
13560,"Fordham, Julia",Self-Titled,,,,
13561,E-B-Dah,Running Away,,,,
13562,"Haza, Ofra",Im Nin Alu,,,,
13563,Guana Bats,Rough Edges,,,,
13564,Game Theory,Two Steps From The Middle Ages,,,,
13565,"Kingpings, The",Self-Titled,,,,
13566,Mission Of Burma,Forget,,,,
13567,Moev,Yeah Whatever,,,,
13568,"Phillips, Sam",The Indescribable Wow,,,,
13569,Budd,Rapeman,,,,
13570,"Rubini, Michael",Secret Dreams,,,,
13571,"Tosh, Peter",The Toughest,,Only one side recorded?,,
13572,Toots,Hard To Handle,,,,
13573,Royal Trux,Royal Trux,,,,
13574,Inca Babies,Evil Hour,,,,
13575,"Juncosa, Sylvia",Nature,,,,
13576,"Vandals, The",Slippery When Ill,,,,
13577,"Hard-Ons, The",Dickcheese,,,,
13578,"Hart, Grant",2541,,,,
13579,"Fountainhead, The",Voice Of Reason,,,,
13580,Donovan,World Power,,,,
13581,Dirty Face,I Can Hurt Myself (If I Want To),,,,
13582,Depeche Mode,Strangelove,,,,
13583,Danzig,Danzig,,,,
13584,Dreams So Real,Rough Night In Jericho,,,,
13585,Circus X3,Under The Library,,,,
13586,Crime + The City Solution,Shine,,,,
13587,A.C. Temple,Blowtorch,,,,
13588,Big Country,Peace In Our Time,,,,
13590,Borghesia,Escorts And Models,,,,
13592,Call Me B'wana,Big Fat Fun,,,,
13593,"Picture Made, A",Past,,,,
13594,"Beatings, The",Television,,,,
13595,Blue Aeroplanes,Spitting Out Miracles,,,,
13596,"Assad, Sergio And Odair",Alma Brasileira,,,,
13597,Animal Time,Jacked Up? No More,,,,
13598,"Alarm, The",Electric Folklore Live,,,,
13599,Adrenalin O.D.,Cruising With Elvis In Bigfoot's UFO,,,,
13600,Kola,Cash Farming,,,,
13601,"World Of Skin, The",The World Of Skin,,,X,1/2
13602,Ultra Vivid Scene,Ultra Vivid Scene,,,,
13603,Voice Of The Beehive,Let It Bee,,,,
13604,Synthetics,Love And War,,,,
13605,Twins Seven Seven,Slang In Trance,,,,
13606,"Shakers, The",Living In The Shadow Of A Spirit,,,,
13607,They Might Be Giants,Lincoln,,,,
13609,Raped Teenagers,Kalas Puffar,,,,
13610,Pagan Babies,Next,,,,
13611,"Pop, Iggy",Live At The Channel 7-19-88,,,,
13612,"Pursuit Of Happiness, The",Love Junk,,,,
13614,Meat Beat Manifesto,Strap Down,,,,
13615,Ministry,The Land Of Rape And Honey,,,,
13616,Leroy,Electric,,,,
13617,"Kaiser, Henry",Those Who Know History Are Doomed,,,,
13618,"Coachmen, The",Failure To Thrive,,,,
13620,R.E.M.,Orange Crush,,Ambiguous side,,
13623,"Richards, Keith",Talk Is Cheap,,,,
13624,Swanky Modes,Tapeheads - Music From The Origina,,,,
13625,"Lennon, John",Imagine - The Motion Picture,,,X,1/2
13626,13th Floor Elevators,Easter Everywhere,,DONE RE-RECORDING.,,
13629,"Three Johns, The",The Death Of Everything,,,,
13630,That Petrol Emotion,End Of The Millenium Psychosis Blu,,,,
13631,Front Line Assembly,Disorder,,,,
13632,Flower,Concrete,,,,
13633,Dinosaur Jr.,Bug,,,,
13634,"Dax, Danielle",Dark Adapted Eye,,,,
13635,"Del Rubio Triplets, The","Three Gals, Three Guitars",,,,
13636,"Cope, Julian",My Nation Underground,,,,
13639,Doublebill,Click Click/Borghesia,,,,
13641,"Connolly, Seamus",Notes From My Mind,,,,
13642,"Bobs, The",Songs For Tomorrow Morning,,,,
13643,Various,Core  A Conspiracy International,,,,
13644,Big Dipper,Craps,,,,
13645,American Music Club,California,,,,
13646,Various,Human Music,,,X,1/2
13647,Contoocook Line,Oliver's Garden,,,,
13648,A;Grumh?,We Are A;Grumh.And You Are Not!,,,,
13649,All,Allroy For Prez,,,,
13650,Various,At Dianne's Place,,,,
13651,Nettwerk,Sound Sampler Volume Two,,,,
13652,Various,Just A Mish Mash,,,,
13654,Various,Diamonds At A Discount,,,,
13655,Downtown,Downtown,,,,
13656,Various,Mislabeled,,,,
13657,Various,Stay Awake,,,,
13658,"Lime Spiders, The",The Other Side Of You,,,,
13659,"Lilac Time, The",Return To Yesterday,,,,
13660,LMNOP,Pony,,Skips frequently; track times might not line up,,
13661,King Missile,They,,,,
13662,National Velvet,National Velvet,,,,
13663,Hothouse Flowers,I'm Sorry,,,,
13664,Front 242,Headhunter (V1.0),,,,
13665,"Harbinger, The",The Harbinger Album,,,,
13666,Outcrowd,New Music Solution,,,,
13667,Green Lynnet,Number 2 Patrick Street,,,,
13668,Maxi Priest,Maxi Priest,,,,
13669,Pink Slip Daddy,Pink Slip Daddy,,,,
13670,Pagan Babies,Next,,Record and case missing. Not recorded.,,
13671,"Pink Lincolns, The",Back From The Pink Room,,,,
13672,"Wishniaks, The",,,,,
13674,"Playboy's Of The Revolution, The",Utter Confusion,,,,
13675,"Purple Toads, The",Love Songs For The Hard Of Hearing,,,,
13676,Pig,Never,,,,
13677,"Rain, The",Channel,,,,
13678,Skinny Puppy,VIVI Sect VI,,,,
13679,Squalls,No Time,,,,
13680,Shark Bait,Shark Bait,,,,
13681,Teknakuller,Raincoats,,,,
13682,"Thompson, Richard",Amnesia,,,,
13683,Siouxsie & The Banshees,The Killing Jar,,,,
13684,Seven Simons,Clockwork,,,,
13685,"Stripminers, The",The Stripminers,,,,
13686,S.A.D.O.,Dirty Fantasy,,,,
13687,Son Of Sam,Hallelujah! Geronimo! Explay,,First side recorded at 33rpm; fixed,,
13688,"Waterboys, The",Fisherman's Blues,,,,
13689,"Newman, Colin",It Seems,,,,
13690,"Waits, Tom",Big Time,,,,
13692,Syndicate Of Sound,Syndicate Of Sound,,Record and case missing (not recorded),,
13693,"Damned, The",Damned But Not Forgotten,,,,
13694,Meat Puppets Ii,Meat Puppets Ii,,,,
13696,C.J. Shenier And The New Red Hot L,Let Me In Your Heart,,Record and case missing (not recorded),,
13699,"Charles, Ray",Just Between Us,,,,
13703,Au-Go-Go,Scientists,,,,
13704,Tragic Mulatto,Locos Por El Sexo,,,,
13705,Squirrel Bait,Squirrel Bait,,,,
13706,Pere Ubu,Live,,,,
13707,"Who, The","Who's Better, Who's Best",,,X,1/2
13708,"Golden Dawn, The",Power Plant,,,,
13709,Spacemen 3,Walking With Jesus,,Record and case missing (not recorded),,
13711,Stiff Little Fingers,Live And Loud,,"(11/20/14 found yesterday, was in 13117. All fixed now) Should be double; first LP mis-filed ",,
13712,"Chadbourne, Eugene",There'll Be No Tears Tonight,,,,
13713,"Feelies, The",Crazy Rhythms,,,,
13716,"Gun Club, The","The Birth, The Death, The Ghost",,,,
13717,"Griffith, Nanci",One Fair Summer Evening,,,,
13718,Ed Hall,Albert,,,,
13719,"Iodine Raincoats, The",I Wonder,,,,
13720,Half Japanese,Charmed Life,,,,
13721,"Thomas Grifith, John",Son Of An Engineer,,,,
13722,"Donner Party, The",Pitch 11,,,,
13723,Flipper,Sex Bomb Baby!,,,,
13724,Diamonda Galas,You Must Be Certain Of The Devil,,,,
13725,"Emerson, Lake & Powell","Emerson, Lake & Powell",,,,
13726,Doggy Style,Don't Hit Me Up,,,,
13727,Dog Soldier,Name Your Poison,,,,
13728,"Fall, The",I Am Kurious Oranj,,,,
13729,Full Time Men,Your Face My Fist,,,,
13730,Deadspot,Adios Dude,,,,
13732,Crazy Pink Revolvers,At The River's Edge,,,,
13733,Cowboy Junkies,The Trinity Sessions,,,,
13734,Brave Combo,Humansville,,,,
13735,Nick Cave And The Bad Seeds,Tender Prey,,,,
13736,Christmas,Stupid Kids,,,,
13737,"Bongos, Bass, And Bob","Never Mind The Sex Pistols, Here's",,,,
13738,Crossfire Choir,Back To The Wall,,,,
13739,"Clarks, The",I'll Tell You What Man..,,,,
13740,Caterwaul,Beholden,,,,
13741,Ball,Bird,,,,
13742,Bad Mutha Goose and the Brothers Grimm,Jump The Funk!!!,,,,
13743,Angst,Cry For Happy,,,,
13744,"Bookmen, The",Volume One: Delicatessen,,,,
13745,"Balancing Act, The",Curtains,,,,
13749,Various,Have A Merry Chess Christmas,,,,
13752,When In Rome,When In Rome,,,,
13753,"Wipers, The",The Circle,,,,
13754,Voice Of The Beehive,I Say Nothing,,,,
13756,"Tikaram, Tanita",Ancient Heart,,,,
13757,"Tovey, Frank",Civilian,,,,
13758,"Tall Gators, The",O.K. Let's Go,,,,
13759,"Tonebenders, The",Toin Coss,,,,
13760,Sonic Youth,Daydream Nation,,,X,1/2
13761,Scruffy The Cat,Moons Of Jupiter,,,,
13762,Soft War,One Day It Will All Come Down,,,,
13763,Phantom Opera,Lives Of Violence,,,,
13764,"Mclachlan, Sarah",Touch,,,,
13766,Mod Lang,Where Your Heart,,,,
13767,More Fiends,Yo Asphault Head,,,,
13768,"Montanas, The",Montanas,,,,
13769,"Orbison, Roy",Lonely: A Roy Orbison Anthology,,,X,1/2
13770,Los Lobos,La Pistola Y El Corazon,,,,
13771,Last Exit,Iron Path,,,,
13772,Lead Into Gold,Lead Into Gold,,,,
13773,Lazy Lester,Harp & Soul,,,,
13775,Various,"Le Mystére Des Voix Bulgares, Volu",,Skips badly,,
13776,"Jack Rubies, The",Fascination Vacation,,,,
13777,Johnny Clegg & Savuka,Third World Child,,,,
13778,Last Stand,Faith In Fate,,,,
13779,Suzy Saxon & The Anglos,A Deal's A Deal,,,,
13780,Twisted Roots,Twisted Roots,,,,
13781,"Trynin, Jennifer",Trespassing,,,,
13782,"Rhythm Sisters, The",American Boy,,,,
13783,"Pandoras, The",Rock Hard,,,,
13784,KMFDM,Don't Blow Your Top,,,,
13785,Royal Crescent Mob,S.N.O.B.,,,,
13786,"Houston, Penelope",Birdboys,,,,
13787,"House, A",On Our Big Fat Merry-Go-Round,,,,
13789,Big Drill Car,Small Block,,One-sided LP,,
13790,"Chadbourne, Eugene",Chatterbox,,,,
13791,Fairground Attraction,The First Of A Million Kisses,,,,
13792,Death Of Samantha,Where The Women Wear The Glory And,,,,
13793,"Ghettovetts, The",Missionaries Moving,,,,
13794,Government Issue,Crash,,,,
13795,"Grinning Plowman, The",Days Of Deformity,,,,
13796,Hypnolovewheel,Turn!Turn!Turn!,,,,
13797,"Haza, Ofra",Shaday,,,,
13798,"Delgado, Junior",One Step More,,,,
13799,Lower Chakras,Lower Chakras,,,,
13800,1000 Homo DJs,1000 Homo DJs,,,,
13804,"Stone Roses, The",Elephant Stone,,,,
13805,My Dad Is Dead,The Best Defense,,,,
13806,Blues Magoos,Never Goin' Back To Georgia,,,,
13807,"Blossom Toes, The",We Are Ever So Clean,,,,
13808,"Hawkins, Screamin' Jay",At Home With Jay In The Wee Hours,,,,
13809,Various,The Clouds Have Groovy Faces,,,,
13810,"Residents, The",Meet The Residents,,Record and case missing (not recorded),,
13811,"Saints, The",Prodigal Son,,,,
13812,Various,We Killed McKinley,,,,
13813,"Manning, Roger",Roger Manning,,,,
13814,"Go-Betweens, The",16 Lovers Lane,,,,
13815,Spongehead,Pottedmeat Spread,,,,
13817,Mudhoney,Superfuzz Bigmuff,,,,
13818,Love And Money,Strange Kind Of Love,,,,
13819,Soundgarden,Ultramega Ok,,,,
13820,Swamptrash,It Makes No Never Mind,,,,
13822,"Haeffner, Nick",The Great Indoors,,,,
